task,noise,method,k,seed,n_edges,frac_edges,frac_syn,wall_s,sugar100__readout_full,sugar100__readout,sugar100__readout_ratio,sugar100__readout_trial_sd,sugar100__n_active_full,sugar100__n_active,sugar100__jaccard_active,sugar100__pearson_union,sugar100__pearson_fullactive,sugar100__mean_abs_rate_diff,sugar100_bitter100__readout_full,sugar100_bitter100__readout,sugar100_bitter100__readout_ratio,sugar100_bitter100__readout_trial_sd,sugar100_bitter100__n_active_full,sugar100_bitter100__n_active,sugar100_bitter100__jaccard_active,sugar100_bitter100__pearson_union,sugar100_bitter100__pearson_fullactive,sugar100_bitter100__mean_abs_rate_diff,suppression_full,suppression,jonCE100__readout_full,jonCE100__readout,jonCE100__readout_ratio,jonCE100__readout_trial_sd,jonCE100__n_active_full,jonCE100__n_active,jonCE100__jaccard_active,jonCE100__pearson_union,jonCE100__pearson_fullactive,jonCE100__mean_abs_rate_diff,jonF100__readout_full,jonF100__readout,jonF100__readout_ratio,jonF100__readout_trial_sd,jonF100__n_active_full,jonF100__n_active,jonF100__jaccard_active,jonF100__pearson_union,jonF100__pearson_fullactive,jonF100__mean_abs_rate_diff,specificity_full,specificity
bitter,3.5,shuf,31,1,150088,0.0102189814816706,0.1696945914260617,625,32.666666666666664,5.333333333333333,0.163265306122449,0.4714045207910317,99833.0,112891.0,0.7284516380655226,0.6925439408817207,0.6951808915599159,3.9747654489512914,1.3333333333333333,6.666666666666667,5.000000000000001,3.0912061651652345,99586.0,112883.0,0.727741410855865,0.6921650718337562,0.6951732933544633,3.9698908992342616,0.9591836734693876,-0.2500000000000002,,,,,,,,,,,,,,,,,,,,,,
bitter,3.5,shuf,31,2,150088,0.0102189814816706,0.1696945914260617,628,32.666666666666664,8.333333333333334,0.2551020408163266,2.867441755680876,99833.0,113181.0,0.7295151180539768,0.688394789582533,0.690325430659667,3.999913394606649,1.3333333333333333,5.0,3.75,2.8284271247461903,99586.0,113206.0,0.7283581604639452,0.6877511604944492,0.6903783756640297,3.9935265355187712,0.9591836734693876,0.4,,,,,,,,,,,,,,,,,,,,,,
groom,0.0,mag,0,0,14687178,1.0,1.0,384,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,24.33333333333333,1.0,0.4714045207910317,188.0,188.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.4714045207910317,25.0,25.0,1.0,1.0,1.0,0.0,,
groom,0.0,act,2,0,4770900,0.3248343555174452,0.761976116099896,385,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,26.0,1.0684931506849316,0.816496580927726,188.0,210.0,0.8425925925925926,0.9943738699724508,0.9940178527847991,1.1111111111111112,0.3333333333333333,1.6666666666666667,5.000000000000001,0.9428090415820634,25.0,28.0,0.7666666666666667,0.8895287956499303,0.8810930843133226,6.866666666666669,24.0,24.33333333333333
groom,0.0,shuf,2,0,4770900,0.3248343555174452,0.7627094809660686,386,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,33.666666666666664,1.3835616438356164,1.8856180831641267,188.0,216.0,0.3377483443708609,0.4412438808929544,0.5599186054185947,11.19757174392936,0.3333333333333333,0.3333333333333333,1.0,0.4714045207910317,25.0,33.0,0.4871794871794871,0.6411568014487713,0.6485035097578022,13.658119658119658,24.0,33.33333333333333
groom,0.0,shuf,2,1,4770900,0.3248343555174452,0.7627094809660686,380,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,58.0,2.3835616438356166,1.4142135623730951,188.0,225.0,0.332258064516129,0.3873087631484994,0.4614307269551411,11.423655913978491,0.3333333333333333,18.33333333333333,55.0,1.699673171197595,25.0,41.0,0.4666666666666667,0.47846770534303,0.466770768518331,17.081481481481482,24.0,39.66666666666667
groom,0.0,shuf,2,2,4770900,0.3248343555174452,0.7627094809660686,385,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,5.0,0.2054794520547945,1.4142135623730951,188.0,197.0,0.3461538461538461,0.3361811984245418,0.4965223915574208,11.631701631701633,0.3333333333333333,3.333333333333333,10.000000000000002,1.8856180831641267,25.0,42.0,0.425531914893617,0.6408596328323134,0.699868124036537,12.5531914893617,24.0,1.6666666666666663
groom,0.0,act,5,0,2071412,0.1410353983590312,0.5712885789138347,385,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,24.33333333333333,1.0,2.494438257849294,188.0,202.0,0.813953488372093,0.9951140699766148,0.9950993830422928,1.103875968992248,0.3333333333333333,10.333333333333334,31.000000000000004,0.4714045207910317,25.0,25.0,0.5151515151515151,0.6379241522529628,0.5907802871487831,10.686868686868683,24.0,13.999999999999998
groom,0.0,shuf,5,0,2071412,0.1410353983590312,0.5733365339714506,385,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,14.666666666666666,0.6027397260273972,0.9428090415820634,188.0,164.0,0.4251012145748988,0.4519714381410231,0.5223237228881051,10.836707152496627,0.3333333333333333,21.666666666666668,65.00000000000001,2.0548046676563256,25.0,23.0,0.3714285714285714,0.3261746468170919,0.4263763185866351,16.457142857142856,24.0,-7.000000000000002
groom,0.0,shuf,5,1,2071412,0.1410353983590312,0.5733365339714506,383,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,34.666666666666664,1.4246575342465753,1.247219128924647,188.0,177.0,0.3931297709923664,0.5305445798362682,0.6005755845989033,10.774809160305344,0.3333333333333333,13.333333333333334,40.00000000000001,2.867441755680876,25.0,20.0,0.3636363636363636,0.5613192445413328,0.6288029004482723,13.545454545454543,24.0,21.33333333333333
groom,0.0,shuf,5,2,2071412,0.1410353983590312,0.5733365339714506,387,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,7.666666666666667,0.3150684931506849,2.357022603955158,188.0,179.0,0.4061302681992337,0.485374275393473,0.5485168778575364,11.134099616858238,0.3333333333333333,24.0,72.0,2.943920288775949,25.0,18.0,0.3870967741935484,0.5642231371190258,0.5542222136645829,12.956989247311828,24.0,-16.333333333333332
groom,0.0,act,10,0,895137,0.060946834034421,0.4024377065577919,388,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,27.666666666666668,1.1369863013698631,1.247219128924647,188.0,201.0,0.8262910798122066,0.9919635137217026,0.9913373183817508,1.4413145539906105,0.3333333333333333,1.6666666666666667,5.000000000000001,1.247219128924647,25.0,10.0,0.3461538461538461,0.3781075394804534,0.3833036416069378,16.346153846153847,24.0,26.0
groom,0.0,shuf,10,0,895137,0.060946834034421,0.4067287727599152,387,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,4.666666666666667,0.1917808219178082,1.247219128924647,188.0,149.0,0.4041666666666667,0.516785054185093,0.5603695102447328,10.263888888888888,0.3333333333333333,10.0,30.0,0.816496580927726,25.0,11.0,0.3333333333333333,0.0934551402697077,0.09741151878836,16.46913580246914,24.0,-5.333333333333333
groom,0.0,shuf,10,1,895137,0.060946834034421,0.4067287727599152,390,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,0.6666666666666666,0.0273972602739726,0.9428090415820634,188.0,167.0,0.4031620553359684,0.5482879155512078,0.5762932530679057,10.191040843214758,0.3333333333333333,17.666666666666668,53.00000000000001,0.9428090415820634,25.0,16.0,0.4137931034482758,0.2388733415631921,0.2728561538146648,14.896551724137932,24.0,-17.0
groom,0.0,shuf,10,2,895137,0.060946834034421,0.4067287727599152,388,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,40.333333333333336,1.6575342465753429,1.8856180831641267,188.0,142.0,0.4347826086956521,0.5164066877406293,0.5860673233275961,10.194202898550724,0.3333333333333333,0.0,0.0,0.0,25.0,11.0,0.3333333333333333,0.2811517439443169,0.3483314449981131,15.641975308641976,24.0,40.333333333333336
groom,0.0,act,31,0,150088,0.0102189814816706,0.1587880312626299,390,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,26.666666666666668,1.0958904109589045,2.0548046676563256,188.0,188.0,0.8706467661691543,0.995430615648418,0.9952837445267698,1.1592039800995024,0.3333333333333333,0.0,0.0,0.0,25.0,0.0,0.0,,,18.133333333333336,24.0,26.666666666666668
groom,0.0,shuf,31,0,150088,0.0102189814816706,0.1696945914260617,385,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,0.0,0.0,0.0,188.0,22.0,0.1111111111111111,0.3152658938875375,0.3175749408056404,12.206349206349206,0.3333333333333333,0.0,0.0,0.0,25.0,0.0,0.0,,,18.133333333333336,24.0,0.0
groom,0.0,shuf,31,1,150088,0.0102189814816706,0.1696945914260617,382,,,,,,,,,,,,,,,,,,,,,,,24.33333333333333,0.0,0.0,0.0,188.0,25.0,0.1269841269841269,0.3016782884645542,0.301255914507009,12.07231040564374,0.3333333333333333,0.0,0.0,0.0,25.0,0.0,0.0,,,18.133333333333336,24.0,0.0
